2026-04-17 20:35:05 | INFO     | ml605.train_automl | Run started; log file: F:\ml605-project\logs\train_automl_20260417_203505.log
2026-04-17 20:41:11 | INFO     | ml605.train_automl | AutoML results (ranked by test RMSE):
2026-04-17 20:41:11 | INFO     | ml605.train_automl |   1. ridge_baseline                 RMSE=8.3966  R2=0.9784
2026-04-17 20:41:11 | INFO     | ml605.train_automl |   2. hist_gradient_boosting         RMSE=8.8010  R2=0.9762
2026-04-17 20:41:11 | INFO     | ml605.train_automl |   3. gradient_boosting              RMSE=8.8760  R2=0.9758
2026-04-17 20:41:11 | INFO     | ml605.train_automl |   4. extra_trees                    RMSE=10.0314  R2=0.9691
2026-04-17 20:41:11 | INFO     | ml605.train_automl |   5. random_forest                  RMSE=10.9005  R2=0.9635
2026-04-17 20:41:11 | INFO     | ml605.train_automl | Winner: ridge_baseline (RMSE=8.3966)
2026-04-17 20:41:11 | INFO     | ml605.train_automl | Model v4 registered as Staging in MLflow Model Registry.
2026-04-17 20:41:11 | INFO     | ml605.train_automl | To promote to Production: transition_model_stage('4', 'Production')
